step,loss,grad_norm,learning_rate,epoch,eval_loss,eval_runtime,eval_samples_per_second,eval_steps_per_second,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
270,0.3412999153137207,0.7131108641624451,0.00019285714285714286,0.19904165130851456,,,,,,,,,
280,0.37111003398895265,0.42713266611099243,0.00019235055724417427,0.206413564319941,,,,,,,,,
290,0.3373384714126587,1.0465741157531738,0.0001918439716312057,0.2137854773313675,,,,,,,,,
300,0.3677803993225098,0.5318653583526611,0.0001913373860182371,0.22115739034279394,,,,,,,,,
310,0.37694876194000243,0.49723607301712036,0.0001908308004052685,0.22852930335422042,,,,,,,,,
320,0.3594591379165649,0.8833025097846985,0.0001903242147922999,0.2359012163656469,,,,,,,,,
330,0.34855411052703855,1.0106210708618164,0.00018981762917933133,0.24327312937707335,,,,,,,,,
340,0.32799999713897704,0.601161539554596,0.00018931104356636273,0.25064504238849983,,,,,,,,,
350,0.3552326917648315,0.5217686891555786,0.00018880445795339414,0.2580169553999263,,,,,,,,,
360,0.3544264793395996,0.9280242919921875,0.00018829787234042554,0.26538886841135273,,,,,,,,,
370,0.3306362390518188,0.5642121434211731,0.00018779128672745694,0.2727607814227792,,,,,,,,,
380,0.3313046932220459,0.41971856355667114,0.00018728470111448834,0.2801326944342057,,,,,,,,,
390,0.337697958946228,0.5778000950813293,0.00018677811550151975,0.28750460744563217,,,,,,,,,
400,0.35885281562805177,0.9668766856193542,0.00018627152988855117,0.2948765204570586,,,,,,,,,
410,0.34089231491088867,0.6382421255111694,0.00018576494427558258,0.30224843346848507,,,,,,,,,
420,0.3153280735015869,0.5323379039764404,0.00018525835866261398,0.30962034647991155,,,,,,,,,
430,0.35570616722106935,0.5057177543640137,0.00018475177304964538,0.316992259491338,,,,,,,,,
440,0.32790865898132326,0.43469491600990295,0.0001842451874366768,0.32436417250276445,,,,,,,,,
450,0.31694827079772947,0.779588520526886,0.0001837386018237082,0.3317360855141909,,,,,,,,,
460,0.30398221015930177,0.8654547333717346,0.00018323201621073962,0.3391079985256174,,,,,,,,,
470,0.3335194826126099,0.6315894722938538,0.00018272543059777102,0.3464799115370439,,,,,,,,,
480,0.344198203086853,0.6096882820129395,0.00018221884498480245,0.3538518245484703,,,,,,,,,
490,0.3183635711669922,0.5945440530776978,0.00018171225937183385,0.3612237375598968,,,,,,,,,
500,0.3160954713821411,0.5149604678153992,0.00018120567375886525,0.36859565057132326,,,,,,,,,
500,,,,0.36859565057132326,0.3692483901977539,746.0991,3.108,1.555,,,,,
510,0.3513332843780518,0.7426731586456299,0.00018069908814589665,0.37596756358274974,,,,,,,,,
520,0.29799904823303225,0.5463719964027405,0.00018019250253292808,0.38333947659417617,,,,,,,,,
530,0.3153996467590332,0.9599177241325378,0.00017968591691995949,0.39071138960560264,,,,,,,,,
540,0.3023494243621826,0.5627237558364868,0.0001791793313069909,0.3980833026170291,,,,,,,,,
550,0.2830167770385742,1.137328028678894,0.0001786727456940223,0.4054552156284556,,,,,,,,,
560,0.31579687595367434,0.512601375579834,0.00017816616008105372,0.412827128639882,,,,,,,,,
570,0.3316873788833618,0.5803744792938232,0.00017765957446808512,0.4201990416513085,,,,,,,,,
580,0.330435585975647,0.5734292268753052,0.00017715298885511652,0.427570954662735,,,,,,,,,
590,0.29877965450286864,0.760976254940033,0.00017664640324214793,0.43494286767416146,,,,,,,,,
600,0.2825767040252686,1.488471269607544,0.00017613981762917936,0.4423147806855879,,,,,,,,,
610,0.3066562175750732,0.5666834712028503,0.00017563323201621076,0.44968669369701436,,,,,,,,,
620,0.28383579254150393,0.906959593296051,0.00017512664640324216,0.45705860670844084,,,,,,,,,
630,0.30307731628417967,0.7261269092559814,0.00017462006079027356,0.4644305197198673,,,,,,,,,
640,0.3122495174407959,0.6493408679962158,0.00017411347517730497,0.4718024327312938,,,,,,,,,
650,0.31781811714172364,0.868522047996521,0.00017360688956433637,0.4791743457427202,,,,,,,,,
660,0.29919116497039794,0.5131191611289978,0.00017310030395136777,0.4865462587541467,,,,,,,,,
670,0.2882545471191406,0.763696551322937,0.0001725937183383992,0.4939181717655732,,,,,,,,,
680,0.2905876874923706,0.7682536244392395,0.0001720871327254306,0.5012900847769997,,,,,,,,,
690,0.3141453742980957,0.8803877234458923,0.000171580547112462,0.5086619977884261,,,,,,,,,
700,0.2771976232528687,0.6915637850761414,0.0001710739614994934,0.5160339107998526,,,,,,,,,
710,0.304678750038147,0.5467398166656494,0.00017056737588652484,0.523405823811279,,,,,,,,,
720,0.2649756669998169,0.7209329009056091,0.00017006079027355624,0.5307777368227055,,,,,,,,,
730,0.28554553985595704,0.5296162962913513,0.00016955420466058764,0.5381496498341319,,,,,,,,,
740,0.27014224529266356,0.6486346125602722,0.00016904761904761904,0.5455215628455584,,,,,,,,,
750,0.28884272575378417,0.6108169555664062,0.00016854103343465047,0.5528934758569849,,,,,,,,,
760,0.2680138826370239,0.8147924542427063,0.00016803444782168187,0.5602653888684114,,,,,,,,,
770,0.2535492658615112,0.5134896636009216,0.00016752786220871328,0.5676373018798379,,,,,,,,,
780,0.284533953666687,0.7416459321975708,0.00016702127659574468,0.5750092148912643,,,,,,,,,
790,0.26317744255065917,0.5612220168113708,0.0001665146909827761,0.5823811279026907,,,,,,,,,
800,0.28812127113342284,0.698168158531189,0.0001660081053698075,0.5897530409141172,,,,,,,,,
810,0.27238969802856444,0.8201754689216614,0.0001655015197568389,0.5971249539255437,,,,,,,,,
820,0.2795299291610718,0.9928602576255798,0.00016499493414387032,0.6044968669369701,,,,,,,,,
830,0.2745789051055908,0.9441075325012207,0.00016448834853090175,0.6118687799483966,,,,,,,,,
840,0.29424195289611815,0.9419787526130676,0.00016398176291793315,0.6192406929598231,,,,,,,,,
850,0.28194327354431153,0.6227424144744873,0.00016347517730496455,0.6266126059712496,,,,,,,,,
860,0.2758474349975586,0.49924296140670776,0.00016296859169199595,0.633984518982676,,,,,,,,,
870,0.2562586784362793,0.7120239734649658,0.00016246200607902738,0.6413564319941024,,,,,,,,,
880,0.28363063335418703,0.5410263538360596,0.00016195542046605878,0.6487283450055289,,,,,,,,,
890,0.2630031108856201,1.0131442546844482,0.00016144883485309016,0.6561002580169554,,,,,,,,,
900,0.30415494441986085,0.5196417570114136,0.0001609422492401216,0.6634721710283819,,,,,,,,,
910,0.25643482208251955,0.6404507160186768,0.000160435663627153,0.6708440840398083,,,,,,,,,
920,0.29385411739349365,0.932538628578186,0.0001599290780141844,0.6782159970512348,,,,,,,,,
930,0.24394576549530028,0.6791630387306213,0.0001594224924012158,0.6855879100626613,,,,,,,,,
940,0.27423958778381347,1.536659836769104,0.00015891590678824722,0.6929598230740878,,,,,,,,,
950,0.27359757423400877,0.6534805297851562,0.00015840932117527863,0.7003317360855142,,,,,,,,,
960,0.30097141265869143,0.8704055547714233,0.00015790273556231003,0.7077036490969406,,,,,,,,,
970,0.24140701293945313,0.7491597533226013,0.00015739614994934143,0.7150755621083671,,,,,,,,,
980,0.26649858951568606,0.7385905981063843,0.00015688956433637286,0.7224474751197936,,,,,,,,,
990,0.27418954372406007,0.9532109498977661,0.00015638297872340426,0.72981938813122,,,,,,,,,
1000,0.26038689613342286,0.6020684242248535,0.00015587639311043567,0.7371913011426465,,,,,,,,,
1000,,,,0.7371913011426465,0.34938719868659973,736.3975,3.149,1.575,,,,,
1010,0.2428682565689087,0.6950843930244446,0.00015536980749746707,0.744563214154073,,,,,,,,,
1020,0.250829815864563,0.5690719485282898,0.0001548632218844985,0.7519351271654995,,,,,,,,,
1030,0.27290642261505127,0.6379474401473999,0.0001543566362715299,0.759307040176926,,,,,,,,,
1040,0.289231538772583,0.6706440448760986,0.0001538500506585613,0.7666789531883523,,,,,,,,,
1050,0.24021928310394286,0.5029109716415405,0.0001533434650455927,0.7740508661997788,,,,,,,,,
1060,0.2371173620223999,0.9333503842353821,0.00015283687943262413,0.7814227792112053,,,,,,,,,
1070,0.2567887783050537,0.6483274698257446,0.00015233029381965554,0.7887946922226318,,,,,,,,,
1080,0.2695103645324707,1.1846712827682495,0.00015182370820668694,0.7961666052340582,,,,,,,,,
1090,0.23979086875915528,1.0768826007843018,0.00015131712259371834,0.8035385182454847,,,,,,,,,
1100,0.25006752014160155,0.5859104990959167,0.00015081053698074977,0.8109104312569112,,,,,,,,,
1110,0.2531005859375,0.7279654741287231,0.00015030395136778117,0.8182823442683377,,,,,,,,,
1120,0.237738037109375,1.0612329244613647,0.00014979736575481257,0.825654257279764,,,,,,,,,
1130,0.2687569856643677,1.107521891593933,0.00014929078014184398,0.8330261702911905,,,,,,,,,
1140,0.25056257247924807,0.6675735712051392,0.0001487841945288754,0.840398083302617,,,,,,,,,
1150,0.2589996576309204,0.7785715460777283,0.00014827760891590678,0.8477699963140435,,,,,,,,,
1160,0.2568182468414307,0.6324300765991211,0.00014777102330293818,0.85514190932547,,,,,,,,,
1170,0.2560166358947754,0.4307577908039093,0.0001472644376899696,0.8625138223368964,,,,,,,,,
1180,0.26984941959381104,1.599892258644104,0.00014675785207700102,0.8698857353483229,,,,,,,,,
1190,0.2538721561431885,2.9961154460906982,0.00014625126646403242,0.8772576483597494,,,,,,,,,
1200,0.2757302522659302,0.9742931723594666,0.00014574468085106382,0.8846295613711758,,,,,,,,,
1210,0.26090967655181885,0.9505542516708374,0.00014523809523809525,0.8920014743826022,,,,,,,,,
1220,0.22899954319000243,0.6943168640136719,0.00014473150962512665,0.8993733873940287,,,,,,,,,
1230,0.24261348247528075,0.5990729928016663,0.00014422492401215805,0.9067453004054552,,,,,,,,,
1240,0.27408795356750487,0.8521037101745605,0.00014371833839918946,0.9141172134168817,,,,,,,,,
1250,0.24693427085876465,0.7146971821784973,0.00014321175278622089,0.9214891264283082,,,,,,,,,
1260,0.2697305202484131,0.7080873847007751,0.0001427051671732523,0.9288610394397346,,,,,,,,,
1270,0.24535462856292725,0.7017371654510498,0.0001421985815602837,0.9362329524511611,,,,,,,,,
1280,0.22598490715026856,1.132132649421692,0.0001416919959473151,0.9436048654625876,,,,,,,,,
1290,0.26435260772705077,0.8347629308700562,0.00014118541033434652,0.950976778474014,,,,,,,,,
1300,0.24986822605133058,0.9017393589019775,0.00014067882472137792,0.9583486914854404,,,,,,,,,
1310,0.24206924438476562,0.6616512537002563,0.00014017223910840933,0.9657206044968669,,,,,,,,,
1320,0.2434326171875,0.7015133500099182,0.00013966565349544073,0.9730925175082934,,,,,,,,,
1330,0.24120965003967285,0.6215265393257141,0.00013915906788247216,0.9804644305197199,,,,,,,,,
1340,0.24251277446746827,0.689618706703186,0.00013865248226950356,0.9878363435311464,,,,,,,,,
1350,0.23565261363983153,0.5930374264717102,0.00013814589665653496,0.9952082565425728,,,,,,,,,
1360,0.21633927822113036,0.556409478187561,0.00013763931104356637,1.0022115739034279,,,,,,,,,
1370,0.21860790252685547,0.8840458393096924,0.0001371327254305978,1.0095834869148543,,,,,,,,,
1380,0.1959708571434021,1.0196536779403687,0.0001366261398176292,1.0169553999262808,,,,,,,,,
1390,0.20400605201721192,0.7465983033180237,0.0001361195542046606,1.0243273129377073,,,,,,,,,
1400,0.204298996925354,0.6028062701225281,0.000135612968591692,1.0316992259491338,,,,,,,,,
1410,0.20914549827575685,0.6273137927055359,0.0001351063829787234,1.0390711389605602,,,,,,,,,
1420,0.22588965892791749,0.962951123714447,0.0001345997973657548,1.0464430519719867,,,,,,,,,
1430,0.23804104328155518,1.6173250675201416,0.0001340932117527862,1.0538149649834132,,,,,,,,,
1440,0.22496316432952881,0.9543497562408447,0.00013358662613981764,1.0611868779948397,,,,,,,,,
1450,0.22012465000152587,0.9733325839042664,0.00013308004052684904,1.0685587910062662,,,,,,,,,
1460,0.20456399917602539,0.5713284015655518,0.00013257345491388044,1.0759307040176926,,,,,,,,,
1470,0.2189603328704834,1.0764869451522827,0.00013206686930091185,1.0833026170291191,,,,,,,,,
1480,0.22526559829711915,0.970917284488678,0.00013156028368794327,1.0906745300405456,,,,,,,,,
1490,0.2150947093963623,1.2596629858016968,0.00013105369807497468,1.098046443051972,,,,,,,,,
1500,0.19870476722717284,0.7148951292037964,0.00013054711246200608,1.1054183560633986,,,,,,,,,
1500,,,,1.1054183560633986,0.3565826714038849,737.2244,3.146,1.573,,,,,
1510,0.22201755046844482,0.887192964553833,0.00013004052684903748,1.112790269074825,,,,,,,,,
1520,0.23855786323547362,0.7830398082733154,0.0001295339412360689,1.1201621820862513,,,,,,,,,
1530,0.20605199337005614,0.6628038883209229,0.00012902735562310031,1.1275340950976778,,,,,,,,,
1540,0.22319889068603516,0.9106107950210571,0.00012852077001013172,1.1349060081091042,,,,,,,,,
1550,0.19778077602386473,0.746396005153656,0.00012801418439716312,1.1422779211205307,,,,,,,,,
1560,0.2013631582260132,0.567285418510437,0.00012750759878419455,1.1496498341319572,,,,,,,,,
1570,0.19898961782455443,1.0059878826141357,0.00012700101317122595,1.1570217471433837,,,,,,,,,
1580,0.21950130462646483,0.9483530521392822,0.00012649442755825735,1.1643936601548102,,,,,,,,,
1590,0.21658549308776856,0.6093401312828064,0.00012598784194528875,1.1717655731662366,,,,,,,,,
1600,0.20154690742492676,0.805429995059967,0.00012548125633232018,1.1791374861776631,,,,,,,,,
1610,0.19493191242218016,0.8804138898849487,0.00012497467071935159,1.1865093991890896,,,,,,,,,
1620,0.20326745510101318,1.7159477472305298,0.000124468085106383,1.193881312200516,,,,,,,,,
1630,0.2212878942489624,2.6955459117889404,0.0001239614994934144,1.2012532252119426,,,,,,,,,
1640,0.2014692783355713,0.70583176612854,0.00012345491388044582,1.208625138223369,,,,,,,,,
1650,0.20858206748962402,1.2635087966918945,0.00012294832826747722,1.2159970512347955,,,,,,,,,
1660,0.20644857883453369,0.8215934038162231,0.00012244174265450862,1.223368964246222,,,,,,,,,
1670,0.20862157344818116,0.5779129862785339,0.00012193515704154001,1.2307408772576482,,,,,,,,,
1680,0.2119523048400879,0.5970101356506348,0.00012142857142857143,1.2381127902690747,,,,,,,,,
1690,0.1880191445350647,0.4596877992153168,0.00012092198581560283,1.2454847032805012,,,,,,,,,
1700,0.1991540551185608,1.0842889547348022,0.00012041540020263425,1.2528566162919277,,,,,,,,,
1710,0.20902743339538574,0.642638623714447,0.00011990881458966565,1.2602285293033542,,,,,,,,,
1720,0.17154283523559571,0.5781251788139343,0.00011940222897669707,1.2676004423147806,,,,,,,,,
1730,0.20218663215637206,0.5242254137992859,0.00011889564336372847,1.2749723553262071,,,,,,,,,
1740,0.22698776721954345,0.8481225371360779,0.00011838905775075988,1.2823442683376336,,,,,,,,,
1750,0.19128888845443726,0.4358275830745697,0.00011788247213779129,1.28971618134906,,,,,,,,,
1760,0.19527872800827026,0.42734435200691223,0.0001173758865248227,1.2970880943604866,,,,,,,,,
1770,0.19480608701705932,0.8148481845855713,0.0001168693009118541,1.304460007371913,,,,,,,,,
1780,0.1920468807220459,1.2579935789108276,0.00011636271529888552,1.3118319203833395,,,,,,,,,
1790,0.203523850440979,0.9174900054931641,0.00011585612968591692,1.319203833394766,,,,,,,,,
1800,0.20785105228424072,0.5295746922492981,0.00011534954407294834,1.3265757464061925,,,,,,,,,
1810,0.19716304540634155,0.5184935331344604,0.00011484295845997974,1.333947659417619,,,,,,,,,
1820,0.19412769079208375,0.6726950407028198,0.00011433637284701116,1.3413195724290454,,,,,,,,,
1830,0.19771608114242553,0.7887545228004456,0.00011382978723404256,1.348691485440472,,,,,,,,,
1840,0.23379204273223878,0.463885098695755,0.00011332320162107397,1.3560633984518984,,,,,,,,,
1850,0.19830162525177003,0.4777688980102539,0.00011281661600810538,1.3634353114633249,,,,,,,,,
1860,0.19291003942489623,1.17662513256073,0.00011231003039513679,1.3708072244747511,,,,,,,,,
1870,0.19634742736816407,0.4693823456764221,0.0001118034447821682,1.3781791374861776,,,,,,,,,
1880,0.18266513347625732,0.5500881671905518,0.00011129685916919961,1.385551050497604,,,,,,,,,
1890,0.17374141216278077,0.49066162109375,0.00011079027355623101,1.3929229635090306,,,,,,,,,
1900,0.20160365104675293,0.5098848342895508,0.00011028368794326243,1.400294876520457,,,,,,,,,
1910,0.2093735694885254,0.5564208030700684,0.00010977710233029383,1.4076667895318835,,,,,,,,,
1920,0.21211786270141603,0.6917697787284851,0.00010927051671732525,1.41503870254331,,,,,,,,,
1930,0.192719566822052,0.9847407341003418,0.00010876393110435664,1.4224106155547365,,,,,,,,,
1940,0.2048825740814209,0.6326945424079895,0.00010825734549138804,1.429782528566163,,,,,,,,,
1950,0.20612761974334717,0.839057981967926,0.00010775075987841945,1.4371544415775894,,,,,,,,,
1960,0.2121044158935547,0.7325373291969299,0.00010724417426545086,1.444526354589016,,,,,,,,,
1970,0.1821582794189453,1.2893421649932861,0.00010673758865248227,1.4518982676004424,,,,,,,,,
1980,0.20256898403167725,0.5294620394706726,0.00010623100303951368,1.4592701806118689,,,,,,,,,
1990,0.21797447204589843,0.6890150904655457,0.00010572441742654509,1.4666420936232951,,,,,,,,,
2000,0.185156512260437,1.7098615169525146,0.0001052178318135765,1.4740140066347216,,,,,,,,,
2000,,,,1.4740140066347216,0.3682743012905121,734.3092,3.158,1.58,,,,,
2010,0.17952615022659302,0.5608528256416321,0.00010471124620060791,1.481385919646148,,,,,,,,,
2020,0.19770346879959105,0.7588518857955933,0.00010420466058763931,1.4887578326575746,,,,,,,,,
2030,0.18977751731872558,0.6920929551124573,0.00010369807497467073,1.496129745669001,,,,,,,,,
2040,0.20010976791381835,0.5260858535766602,0.00010319148936170213,1.5035016586804275,,,,,,,,,
2050,0.1976593017578125,0.42306679487228394,0.00010268490374873355,1.510873571691854,,,,,,,,,
2060,0.1899711847305298,0.6391564011573792,0.00010217831813576495,1.5182454847032805,,,,,,,,,
2070,0.17621666193008423,0.6864792108535767,0.00010167173252279636,1.525617397714707,,,,,,,,,
2080,0.1773030638694763,0.6242707371711731,0.00010116514690982777,1.5329893107261334,,,,,,,,,
2090,0.1947280764579773,0.6254138350486755,0.00010065856129685918,1.54036122373756,,,,,,,,,
2100,0.19728507995605468,0.6193789839744568,0.00010015197568389058,1.5477331367489864,,,,,,,,,
2110,0.21227810382843018,1.4032317399978638,9.9645390070922e-05,1.5551050497604129,,,,,,,,,
2120,0.18506107330322266,0.6710014343261719,9.913880445795339e-05,1.5624769627718393,,,,,,,,,
2130,0.17017635107040405,0.6208174824714661,9.86322188449848e-05,1.5698488757832658,,,,,,,,,
2140,0.1942983865737915,0.46594029664993286,9.812563323201621e-05,1.5772207887946923,,,,,,,,,
2150,0.19293062686920165,0.4999786913394928,9.761904761904762e-05,1.5845927018061188,,,,,,,,,
2160,0.18650076389312745,0.6428254246711731,9.711246200607903e-05,1.5919646148175453,,,,,,,,,
2170,0.1781756043434143,0.6604152917861938,9.660587639311044e-05,1.5993365278289717,,,,,,,,,
2180,0.20778381824493408,0.6212934255599976,9.609929078014184e-05,1.6067084408403982,,,,,,,,,
2190,0.1889814019203186,0.5376380681991577,9.559270516717326e-05,1.6140803538518247,,,,,,,,,
2200,0.17449557781219482,0.4204270541667938,9.508611955420466e-05,1.6214522668632512,,,,,,,,,
2210,0.1867838978767395,3.7694599628448486,9.457953394123608e-05,1.6288241798746774,,,,,,,,,
2220,0.18720455169677735,0.6026138663291931,9.407294832826748e-05,1.636196092886104,,,,,,,,,
2230,0.19003033638000488,0.5079214572906494,9.35663627152989e-05,1.6435680058975304,,,,,,,,,
2240,0.2102863073348999,0.8307439088821411,9.30597771023303e-05,1.6509399189089569,,,,,,,,,
2250,0.1928337812423706,0.7180961966514587,9.25531914893617e-05,1.6583118319203833,,,,,,,,,
2260,0.19210424423217773,0.6894274950027466,9.204660587639312e-05,1.6656837449318098,,,,,,,,,
2270,0.19281357526779175,0.5756863355636597,9.154002026342452e-05,1.6730556579432363,,,,,,,,,
2280,0.18651350736618041,0.7054793834686279,9.103343465045593e-05,1.6804275709546628,,,,,,,,,
2290,0.18932299613952636,0.5960442423820496,9.052684903748734e-05,1.6877994839660893,,,,,,,,,
2300,0.2012249231338501,0.6154115200042725,9.002026342451875e-05,1.6951713969775155,,,,,,,,,
2310,0.18051435947418212,0.5191464424133301,8.951367781155015e-05,1.702543309988942,,,,,,,,,
2320,0.1728721022605896,0.4723101854324341,8.900709219858157e-05,1.7099152230003685,,,,,,,,,
2330,0.20139038562774658,0.5305560827255249,8.850050658561297e-05,1.717287136011795,,,,,,,,,
2340,0.16790642738342285,0.6192069053649902,8.799392097264439e-05,1.7246590490232214,,,,,,,,,
2350,0.18858386278152467,0.5223779082298279,8.748733535967579e-05,1.732030962034648,,,,,,,,,
2360,0.1862950325012207,0.4161243736743927,8.698074974670721e-05,1.7394028750460744,,,,,,,,,
2370,0.17685681581497192,0.8538914918899536,8.647416413373861e-05,1.7467747880575009,,,,,,,,,
2380,0.19093971252441405,0.4080126881599426,8.596757852077001e-05,1.7541467010689273,,,,,,,,,
2390,0.17452096939086914,0.774706244468689,8.546099290780141e-05,1.7615186140803538,,,,,,,,,
2400,0.1764079213142395,0.6091606616973877,8.495440729483283e-05,1.7688905270917803,,,,,,,,,
2410,0.1842926859855652,0.5359923839569092,8.444782168186423e-05,1.7762624401032068,,,,,,,,,
2420,0.1926375150680542,0.7394968867301941,8.394123606889565e-05,1.7836343531146333,,,,,,,,,
2430,0.18805044889450073,0.8060437440872192,8.343465045592705e-05,1.7910062661260597,,,,,,,,,
2440,0.17138477563858032,0.38312268257141113,8.292806484295847e-05,1.7983781791374862,,,,,,,,,
2450,0.17799388170242308,0.5250142812728882,8.242147922998987e-05,1.8057500921489127,,,,,,,,,
2460,0.18788188695907593,0.5662146806716919,8.191489361702128e-05,1.8131220051603392,,,,,,,,,
2470,0.19419279098510742,0.62315833568573,8.140830800405269e-05,1.8204939181717656,,,,,,,,,
2480,0.18754855394363404,0.5833122730255127,8.09017223910841e-05,1.8278658311831921,,,,,,,,,
2490,0.1778545379638672,0.545478880405426,8.03951367781155e-05,1.8352377441946186,,,,,,,,,
2500,0.1802700161933899,0.6568138003349304,7.988855116514692e-05,1.842609657206045,,,,,,,,,
2500,,,,1.842609657206045,0.37918224930763245,734.9299,3.155,1.578,,,,,
2500,,,,1.842609657206045,,,,,24667.8306,1.32,0.165,1.22894847929088e+17,0.2876618239402771
