step,loss,grad_norm,learning_rate,epoch,eval_loss,eval_runtime,eval_samples_per_second,eval_steps_per_second
500,,,,0.36859565057132326,0.37908026576042175,602.3142,3.85,1.926
510,0.40828561782836914,0.6089352965354919,0.00018080040526849037,0.37596756358274974,,,,
520,0.38408186435699465,0.47863033413887024,0.00018029381965552178,0.38333947659417617,,,,
530,0.3706298112869263,0.4395029842853546,0.0001797872340425532,0.39071138960560264,,,,
540,0.3843034029006958,0.5202013254165649,0.0001792806484295846,0.3980833026170291,,,,
550,0.3534095764160156,0.47169506549835205,0.000178774062816616,0.4054552156284556,,,,
560,0.3844518899917603,0.5062476396560669,0.0001782674772036474,0.412827128639882,,,,
570,0.419071102142334,0.8660722970962524,0.00017776089159067884,0.4201990416513085,,,,
580,0.42383246421813964,0.4226092994213104,0.00017725430597771024,0.427570954662735,,,,
590,0.3677505970001221,0.754382312297821,0.00017674772036474165,0.43494286767416146,,,,
600,0.355594277381897,0.5581353306770325,0.00017624113475177308,0.4423147806855879,,,,
600,,,,0.4423147806855879,0.3735526502132416,602.7732,3.847,1.924
610,0.38279547691345217,0.4596790671348572,0.00017573454913880448,0.44968669369701436,,,,
620,0.36602647304534913,0.609040379524231,0.00017522796352583588,0.45705860670844084,,,,
630,0.3683781147003174,0.4917270243167877,0.00017472137791286728,0.4644305197198673,,,,
640,0.38623709678649903,0.42882436513900757,0.0001742147922998987,0.4718024327312938,,,,
650,0.40323753356933595,0.41726016998291016,0.00017370820668693011,0.4791743457427202,,,,
660,0.3651729583740234,0.458573579788208,0.00017320162107396152,0.4865462587541467,,,,
670,0.3980696678161621,0.4902118444442749,0.00017269503546099292,0.4939181717655732,,,,
680,0.39393641948699953,0.5050327777862549,0.00017218844984802432,0.5012900847769997,,,,
690,0.41339335441589353,0.6096634268760681,0.00017168186423505572,0.5086619977884261,,,,
700,0.371070408821106,0.5008346438407898,0.00017117527862208713,0.5160339107998526,,,,
700,,,,0.5160339107998526,0.3708169162273407,602.1554,3.851,1.926
710,0.3981426477432251,0.5403485298156738,0.00017066869300911853,0.523405823811279,,,,
720,0.3541286468505859,0.7228116989135742,0.00017016210739614996,0.5307777368227055,,,,
730,0.36449284553527833,1.071810007095337,0.00016965552178318136,0.5381496498341319,,,,
740,0.346588134765625,0.42030176520347595,0.00016914893617021276,0.5455215628455584,,,,
750,0.3574420928955078,1.041893482208252,0.00016864235055724416,0.5528934758569849,,,,
760,0.3568871974945068,1.340888500213623,0.0001681357649442756,0.5602653888684114,,,,
770,0.35634984970092776,0.6004696488380432,0.000167629179331307,0.5676373018798379,,,,
780,0.37665202617645266,0.8948839902877808,0.0001671225937183384,0.5750092148912643,,,,
790,0.37691636085510255,0.6675558090209961,0.0001666160081053698,0.5823811279026907,,,,
800,0.38288493156433107,0.5599217414855957,0.00016610942249240123,0.5897530409141172,,,,
800,,,,0.5897530409141172,0.3662284016609192,602.5226,3.849,1.925
710,0.39824233055114744,0.8175135254859924,0.00017066869300911853,0.523405823811279,,,,
720,0.3541256904602051,0.5352228879928589,0.00017016210739614996,0.5307777368227055,,,,
730,0.36454894542694094,0.6659855842590332,0.00016965552178318136,0.5381496498341319,,,,
740,0.3467287302017212,0.481687992811203,0.00016914893617021276,0.5455215628455584,,,,
750,0.356925368309021,0.6644023060798645,0.00016864235055724416,0.5528934758569849,,,,
760,0.3569294214248657,0.6267606019973755,0.0001681357649442756,0.5602653888684114,,,,
770,0.35489606857299805,0.6076219081878662,0.000167629179331307,0.5676373018798379,,,,
780,0.37591936588287356,0.5313361287117004,0.0001671225937183384,0.5750092148912643,,,,
790,0.3757421255111694,1.09181547164917,0.0001666160081053698,0.5823811279026907,,,,
800,0.38306379318237305,0.5783398747444153,0.00016610942249240123,0.5897530409141172,,,,
800,,,,0.5897530409141172,0.3657233417034149,610.7011,3.797,1.899
810,0.35709552764892577,1.061505675315857,0.00016560283687943263,0.5971249539255437,,,,
820,0.3664428949356079,0.6313737630844116,0.00016509625126646404,0.6044968669369701,,,,
830,0.3569729566574097,1.3905750513076782,0.00016458966565349544,0.6118687799483966,,,,
840,0.38246974945068357,0.6053184866905212,0.00016408308004052687,0.6192406929598231,,,,
850,0.39619762897491456,0.4128117263317108,0.00016357649442755827,0.6266126059712496,,,,
860,0.344556999206543,0.43319016695022583,0.00016306990881458967,0.633984518982676,,,,
870,0.37482624053955077,1.992615818977356,0.00016256332320162107,0.6413564319941024,,,,
880,0.3893099308013916,0.8504503965377808,0.0001620567375886525,0.6487283450055289,,,,
890,0.3462822914123535,0.6669780015945435,0.0001615501519756839,0.6561002580169554,,,,
900,0.37191972732543943,0.555088222026825,0.0001610435663627153,0.6634721710283819,,,,
900,,,,0.6634721710283819,0.36479389667510986,610.057,3.801,1.901
910,0.35604956150054934,0.622075617313385,0.0001605369807497467,0.6708440840398083,,,,
920,0.38596491813659667,0.6895642876625061,0.00016003039513677814,0.6782159970512348,,,,
930,0.3364924192428589,0.5427296161651611,0.00015952380952380954,0.6855879100626613,,,,
940,0.3772821664810181,0.4749957025051117,0.00015901722391084092,0.6929598230740878,,,,
950,0.4016453266143799,0.559822678565979,0.00015851063829787235,0.7003317360855142,,,,
960,0.4351352691650391,0.4988738000392914,0.00015800405268490375,0.7077036490969406,,,,
970,0.38673388957977295,0.47207722067832947,0.00015749746707193515,0.7150755621083671,,,,
980,0.3735135555267334,0.5401168465614319,0.00015699088145896655,0.7224474751197936,,,,
990,0.36051054000854493,1.976698398590088,0.00015648429584599798,0.72981938813122,,,,
1000,0.35349421501159667,0.615581750869751,0.00015597771023302939,0.7371913011426465,,,,
1000,,,,0.7371913011426465,0.36145615577697754,610.675,3.797,1.9
1010,0.34186110496520994,0.5815150141716003,0.0001554711246200608,0.744563214154073,,,,
1020,0.3541745185852051,0.42683595418930054,0.0001549645390070922,0.7519351271654995,,,,
1030,0.347021484375,0.9705139994621277,0.00015445795339412362,0.759307040176926,,,,
1040,0.40016860961914064,0.8144077062606812,0.00015395136778115502,0.7666789531883523,,,,
1050,0.36045935153961184,0.46204501390457153,0.00015344478216818642,0.7740508661997788,,,,
1060,0.3217928886413574,0.6019644737243652,0.00015293819655521783,0.7814227792112053,,,,
1070,0.36576817035675047,0.48186030983924866,0.00015243161094224926,0.7887946922226318,,,,
1080,0.39719138145446775,0.7113113403320312,0.00015192502532928066,0.7961666052340582,,,,
1090,0.34270827770233153,0.6311981081962585,0.00015141843971631206,0.8035385182454847,,,,
1100,0.3619823694229126,0.5105031132698059,0.00015091185410334346,0.8109104312569112,,,,
1100,,,,0.8109104312569112,0.35896119475364685,609.7596,3.803,1.902
1110,0.3873215436935425,0.4440629184246063,0.0001504052684903749,0.8182823442683377,,,,
1120,0.35192365646362306,0.49199533462524414,0.0001498986828774063,0.825654257279764,,,,
1130,0.36262872219085696,0.7029520273208618,0.0001493920972644377,0.8330261702911905,,,,
1140,0.3763072967529297,0.6084004640579224,0.0001488855116514691,0.840398083302617,,,,
1150,0.39305973052978516,0.5109483003616333,0.00014837892603850053,0.8477699963140435,,,,
1160,0.3563738584518433,0.5328952074050903,0.00014787234042553193,0.85514190932547,,,,
1170,0.3738687038421631,0.4052300751209259,0.00014736575481256333,0.8625138223368964,,,,
1180,0.3801187753677368,0.5312245488166809,0.00014685916919959474,0.8698857353483229,,,,
1190,0.3719198703765869,0.5400506258010864,0.00014635258358662616,0.8772576483597494,,,,
1200,0.3909587860107422,0.45842263102531433,0.00014584599797365754,0.8846295613711758,,,,
1200,,,,0.8846295613711758,0.3566879332065582,610.1123,3.801,1.901
1210,0.370632004737854,0.6436930894851685,0.00014533941236068894,0.8920014743826022,,,,
1220,0.34585142135620117,0.6397391557693481,0.00014483282674772037,0.8993733873940287,,,,
1230,0.36725339889526365,0.5690535306930542,0.00014432624113475177,0.9067453004054552,,,,
1240,0.37534284591674805,1.1098811626434326,0.00014381965552178318,0.9141172134168817,,,,
1250,0.3876508712768555,0.9206900000572205,0.00014331306990881458,0.9214891264283082,,,,
1260,0.3572957515716553,0.5858947038650513,0.000142806484295846,0.9288610394397346,,,,
1270,0.361397385597229,0.5596101880073547,0.0001422998986828774,0.9362329524511611,,,,
1280,0.33185672760009766,1.0744056701660156,0.0001417933130699088,0.9436048654625876,,,,
1290,0.3878878355026245,0.44960057735443115,0.00014128672745694022,0.950976778474014,,,,
1300,0.35227274894714355,0.5117298364639282,0.00014078014184397164,0.9583486914854404,,,,
1300,,,,0.9583486914854404,0.35379910469055176,610.3167,3.8,1.901
1310,0.3669915676116943,0.752327024936676,0.00014027355623100305,0.9657206044968669,,,,
1320,0.35378949642181395,0.7057455778121948,0.00013976697061803445,0.9730925175082934,,,,
1330,0.3624684810638428,0.4762149155139923,0.00013926038500506585,0.9804644305197199,,,,
1340,0.3916147470474243,0.5978921055793762,0.00013875379939209728,0.9878363435311464,,,,
1350,0.3531736135482788,0.6028931736946106,0.00013824721377912868,0.9952082565425728,,,,
1360,0.35405902862548827,0.5213809609413147,0.00013774062816616009,1.0022115739034279,,,,
1370,0.3286705255508423,0.47504112124443054,0.0001372340425531915,1.0095834869148543,,,,
1380,0.3139516353607178,0.5775357484817505,0.00013672745694022292,1.0169553999262808,,,,
1390,0.31781554222106934,0.6986502408981323,0.00013622087132725432,1.0243273129377073,,,,
1400,0.30279734134674074,0.555946409702301,0.00013571428571428572,1.0316992259491338,,,,
1400,,,,1.0316992259491338,0.35511514544487,610.8215,3.797,1.899
1410,0.31743535995483396,0.4663984775543213,0.00013520770010131712,1.0390711389605602,,,,
1420,0.318169379234314,0.7797679305076599,0.00013470111448834855,1.0464430519719867,,,,
1430,0.3509829521179199,0.5647979974746704,0.00013419452887537996,1.0538149649834132,,,,
1440,0.3282849073410034,0.6616715788841248,0.00013368794326241136,1.0611868779948397,,,,
1450,0.3121772050857544,0.6779528260231018,0.00013318135764944276,1.0685587910062662,,,,
1460,0.32045421600341795,0.47262394428253174,0.00013267477203647416,1.0759307040176926,,,,
1470,0.3222294092178345,0.9742264747619629,0.00013216818642350557,1.0833026170291191,,,,
1480,0.3442892551422119,0.6423879861831665,0.00013166160081053697,1.0906745300405456,,,,
1490,0.32635977268218996,0.7357022762298584,0.0001311550151975684,1.098046443051972,,,,
1500,0.3187942266464233,0.8533880114555359,0.0001306484295845998,1.1054183560633986,,,,
1500,,,,1.1054183560633986,0.35354816913604736,608.8961,3.809,1.905
1510,0.3239051342010498,0.5279762744903564,0.0001301418439716312,1.112790269074825,,,,
1520,0.3291733980178833,0.5066864490509033,0.0001296352583586626,1.1201621820862513,,,,
1530,0.34004979133605956,0.5706767439842224,0.00012912867274569403,1.1275340950976778,,,,
1540,0.3318382501602173,0.6993678212165833,0.00012862208713272544,1.1349060081091042,,,,
1550,0.31879711151123047,1.2203444242477417,0.00012811550151975684,1.1422779211205307,,,,
1560,0.33196487426757815,0.5024163722991943,0.00012760891590678824,1.1496498341319572,,,,
1570,0.32154507637023927,0.5250959992408752,0.00012710233029381967,1.1570217471433837,,,,
1580,0.3356147527694702,0.6835970878601074,0.00012659574468085107,1.1643936601548102,,,,
1590,0.3210443019866943,0.9140600562095642,0.00012608915906788247,1.1717655731662366,,,,
1600,0.3077129125595093,0.8064902424812317,0.00012558257345491388,1.1791374861776631,,,,
1600,,,,1.1791374861776631,0.3537434935569763,609.4435,3.805,1.903
1610,0.3274817705154419,4.2964348793029785,0.0001250759878419453,1.1865093991890896,,,,
1620,0.3183739423751831,0.8911635875701904,0.0001245694022289767,1.193881312200516,,,,
1630,0.3239629030227661,0.6172804832458496,0.0001240628166160081,1.2012532252119426,,,,
1640,0.2970921754837036,0.5422611236572266,0.0001235562310030395,1.208625138223369,,,,
1650,0.3158535957336426,0.5523040294647217,0.00012304964539007094,1.2159970512347955,,,,
1660,0.3272608995437622,1.366344690322876,0.00012254305977710234,1.223368964246222,,,,
1670,0.30519919395446776,0.7099851965904236,0.00012203647416413375,1.2307408772576482,,,,
1680,0.3207810640335083,0.9019145369529724,0.00012152988855116516,1.2381127902690747,,,,
1690,0.2721367359161377,0.5878906846046448,0.00012102330293819656,1.2454847032805012,,,,
1700,0.321107292175293,0.6469638347625732,0.00012051671732522798,1.2528566162919277,,,,
1700,,,,1.2528566162919277,0.3546489477157593,610.2557,3.8,1.901
1710,0.33565545082092285,0.5506587624549866,0.00012001013171225938,1.2602285293033542,,,,
1720,0.29285004138946535,0.6366990208625793,0.00011950354609929077,1.2676004423147806,,,,
1730,0.3135964393615723,0.5238163471221924,0.00011899696048632219,1.2749723553262071,,,,
1740,0.33760120868682864,0.4929806888103485,0.00011849037487335359,1.2823442683376336,,,,
1750,0.30154595375061033,1.0587494373321533,0.000117983789260385,1.28971618134906,,,,
1760,0.31508169174194334,0.7065725922584534,0.00011747720364741641,1.2970880943604866,,,,
1770,0.29429914951324465,0.7478744387626648,0.00011697061803444782,1.304460007371913,,,,
1780,0.3102650880813599,0.7643908262252808,0.00011646403242147923,1.3118319203833395,,,,
1790,0.32171709537506105,0.7752010226249695,0.00011595744680851064,1.319203833394766,,,,
1800,0.3457695245742798,1.118445873260498,0.00011545086119554204,1.3265757464061925,,,,
1800,,,,1.3265757464061925,0.35238540172576904,610.3856,3.799,1.9
1810,0.3087611198425293,0.5332474708557129,0.00011494427558257346,1.333947659417619,,,,
1820,0.30790014266967775,1.039292812347412,0.00011443768996960486,1.3413195724290454,,,,
1830,0.32661607265472414,0.5965833067893982,0.00011393110435663628,1.348691485440472,,,,
